City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
259,Asau,RO,2020-10-28 11:18:10,46.43,26.4,55.0,82,91,3.89
260,Broome,US,2020-10-28 11:18:10,42.25,-75.83,45.0,98,100,1.01
261,Show Low,US,2020-10-28 11:13:10,34.25,-110.03,17.01,91,0,2.93
262,Laguna,US,2020-10-28 11:18:10,38.42,-121.42,48.99,57,0,2.15
263,Alekseyevsk,RU,2020-10-28 11:18:11,57.84,108.35,28.74,96,98,5.79
264,Bonavista,CA,2020-10-28 11:18:11,48.65,-53.11,37.0,85,100,4.0
265,Oranjemund,NA,2020-10-28 11:18:11,-28.55,16.43,65.12,61,14,11.99
266,Alyangula,AU,2020-10-28 11:18:11,-13.85,136.42,82.08,70,0,10.74
267,Qaqortoq,GL,2020-10-28 11:18:12,60.72,-46.03,28.98,98,100,3.85
268,Gayeri,BF,2020-10-28 11:18:12,12.65,0.49,95.49,10,12,6.6
269,Touros,BR,2020-10-28 11:18:12,-5.2,-35.46,81.66,67,29,13.73
270,Gubkinskiy,RU,2020-10-28 11:18:12,64.43,76.5,2.88,91,0,14.14
271,Barahona,DO,2020-10-28 11:18:12,18.21,-71.1,77.38,78,9,0.83
272,Aswan,EG,2020-10-28 11:18:13,24.09,32.91,102.58,9,0,10.33
273,Boende,CD,2020-10-28 11:18:13,-0.22,20.87,74.34,88,100,5.57
274,Rushden,GB,2020-10-28 11:18:13,52.29,-0.6,55.99,65,81,4.0
275,Sabya,SA,2020-10-28 11:18:13,17.15,42.63,95.09,30,0,16.06
276,Sesheke,ZM,2020-10-28 11:18:13,-17.48,24.3,100.87,13,19,8.28
277,Moroni,KM,2020-10-28 11:17:53,-11.7,43.26,79.99,71,64,6.33
278,Udachnyy,RU,2020-10-28 11:18:14,66.42,112.4,-14.1,88,8,2.48
279,Kodaikanal,IN,2020-10-28 11:18:14,10.23,77.48,63.01,90,71,2.53
280,Miri,MY,2020-10-28 11:13:18,4.41,114.01,80.94,79,96,5.79
281,Eston,CA,2020-10-28 11:18:14,51.15,-108.75,33.01,81,100,8.99
282,Valencia,ES,2020-10-28 11:18:15,39.33,-0.83,73.0,38,41,1.99
283,Geraldton,AU,2020-10-28 11:18:15,-28.77,114.6,66.99,78,0,5.01
284,Druzhba,UA,2020-10-28 11:18:15,52.04,33.95,52.75,56,0,7.78
285,Parabel,RU,2020-10-28 11:18:15,58.7,81.48,18.45,96,100,17.69
286,Rurrenabaque,BO,2020-10-28 11:18:15,-14.44,-67.53,72.75,83,60,1.61
287,Frankenberg,DE,2020-10-28 11:18:16,51.07,8.8,55.99,83,84,3.0
288,Manaus,BR,2020-10-28 11:17:26,-3.1,-60.02,77.77,85,90,2.33
289,Lorengau,PG,2020-10-28 11:18:16,-2.02,147.27,82.27,73,75,1.57
290,Omboue,GA,2020-10-28 11:18:16,-1.57,9.26,78.6,85,100,6.29
291,El Carmen,CO,2020-10-28 11:18:17,8.51,-73.45,66.52,89,95,2.68
292,Paita,PE,2020-10-28 11:18:17,-5.09,-81.11,63.23,87,100,10.47
293,Ignatovka,RU,2020-10-28 11:18:17,53.95,47.65,41.43,65,68,10.54
294,Ust-Kan,RU,2020-10-28 11:18:17,50.93,84.76,25.3,90,71,6.85
295,Marathon,US,2020-10-28 11:18:18,44.9,-89.77,30.0,87,59,1.99
296,Dublin,US,2020-10-28 11:14:30,37.7,-121.94,55.0,39,0,1.01
297,Belaya Gora,RU,2020-10-28 11:18:18,68.53,146.42,-0.72,93,33,0.92
298,Goundam,ML,2020-10-28 11:18:18,16.41,-3.67,96.17,9,16,8.23
299,Matay,EG,2020-10-28 11:18:18,28.42,30.78,88.79,29,76,8.41
300,Haines Junction,CA,2020-10-28 11:18:19,60.75,-137.51,27.34,95,100,1.59
301,Vilyuysk,RU,2020-10-28 11:18:19,63.76,121.62,1.38,92,96,2.95
302,Bastia,FR,2020-10-28 11:18:19,42.67,9.33,64.0,59,0,8.99
303,Humboldt,US,2020-10-28 11:18:19,40.67,-123.92,52.66,39,0,3.47
304,Korla,CN,2020-10-28 11:18:19,41.76,86.15,54.81,35,47,7.72
305,Sampit,ID,2020-10-28 11:14:28,-2.53,112.95,77.65,90,56,3.33
306,Verkhnevilyuysk,RU,2020-10-28 11:16:54,63.45,120.32,6.19,93,97,2.44
307,Bongouanou,CI,2020-10-28 11:18:20,6.65,-4.2,91.49,53,13,0.65
308,Tecoanapa,MX,2020-10-28 11:18:20,16.52,-98.75,76.39,87,31,4.16
309,Escanaba,US,2020-10-28 11:18:21,45.75,-87.06,36.0,68,100,14.0
310,San Cristobal,VE,2020-10-28 11:18:21,7.77,-72.22,65.14,91,92,0.94
311,Merritt,CA,2020-10-28 11:18:21,50.11,-120.79,41.52,82,100,2.39
312,Hays,US,2020-10-28 11:18:21,30.05,-98.03,39.99,95,99,10.0
313,Myanaung,MM,2020-10-28 11:18:21,18.28,95.32,81.12,79,61,3.31
314,Saint Anthony,US,2020-10-28 11:14:46,45.02,-93.22,30.99,78,0,1.01
315,Moskovskoye,RU,2020-10-28 11:18:22,45.28,41.91,63.93,57,58,19.57
316,Freeport,US,2020-10-28 11:15:02,40.66,-73.58,53.01,96,100,3.0
317,Rovaniemi,FI,2020-10-28 11:18:22,66.5,25.72,42.24,92,100,6.22
318,Ekuvukeni,ZA,2020-10-28 11:18:23,-28.47,30.16,97.29,19,1,2.95
319,Kruisfontein,ZA,2020-10-28 11:18:23,-34.0,24.73,73.0,60,30,8.99
320,Yanam,IN,2020-10-28 11:18:23,16.73,82.22,82.9,56,83,5.77
321,Mehran,IR,2020-10-28 11:18:23,33.12,46.16,90.57,10,0,3.8
322,Dikson,RU,2020-10-28 11:18:23,73.51,80.55,3.85,93,41,20.2
323,Channel-Port Aux Basques,CA,2020-10-28 11:18:24,47.57,-59.14,36.9,80,76,18.37
324,Sao Jose Do Belmonte,BR,2020-10-28 11:18:24,-7.86,-38.76,80.83,59,88,8.43
325,Shingu,JP,2020-10-28 11:18:24,33.73,135.98,58.51,82,41,4.97
326,Tilichiki,RU,2020-10-28 11:18:24,60.47,166.1,21.96,90,0,8.08
327,Yulara,AU,2020-10-28 11:18:25,-25.24,130.99,83.44,14,0,7.34
328,Koumac,NC,2020-10-28 11:18:25,-20.57,164.28,74.97,76,16,3.44
329,Sal Rei,CV,2020-10-28 11:18:25,16.18,-22.92,81.82,74,85,14.65
330,Khandbari,NP,2020-10-28 11:18:26,27.37,87.2,71.38,54,1,1.61
331,Iranshahr,IR,2020-10-28 11:18:26,27.2,60.68,89.78,10,0,9.84
332,Narsaq,GL,2020-10-28 11:18:26,60.92,-46.05,28.69,95,100,2.84
333,Mafeteng,LS,2020-10-28 11:18:26,-29.82,27.24,86.5,18,49,16.53
334,De-Kastri,RU,2020-10-28 11:18:27,51.47,140.78,40.37,88,100,3.24
335,Kinsale,IE,2020-10-28 11:18:27,51.71,-8.53,48.99,84,73,8.99
336,Saryozek,KZ,2020-10-28 11:18:27,44.36,77.98,40.42,67,94,5.7
337,Murakami,JP,2020-10-28 11:18:28,38.23,139.48,52.66,68,91,3.94
338,Bandarbeyla,SO,2020-10-28 11:18:28,9.49,50.81,81.55,55,0,10.25
339,Morant Bay,JM,2020-10-28 11:18:28,17.88,-76.41,75.99,87,67,8.41
340,Brownsville,US,2020-10-28 11:18:28,25.9,-97.5,54.19,56,96,18.88
341,Mansehra,PK,2020-10-28 11:18:29,34.33,73.2,72.86,21,91,5.93
342,Potoru,SL,2020-10-28 11:18:29,7.51,-11.48,90.55,57,3,1.81
343,Deputatskiy,RU,2020-10-28 11:18:29,69.3,139.9,-5.84,92,21,3.85
344,Sinjai,ID,2020-10-28 11:18:29,-5.12,120.25,80.26,79,68,6.58
345,Port Hedland,AU,2020-10-28 11:18:30,-20.32,118.57,76.42,79,33,10.58
346,Asifabad,IN,2020-10-28 11:18:30,19.37,79.28,84.09,54,11,3.51
347,Mnogovershinnyy,RU,2020-10-28 11:16:52,53.94,139.92,30.65,99,100,1.48
348,Nabire,ID,2020-10-28 11:18:30,-3.37,135.48,80.31,77,100,1.19
349,Clyde River,CA,2020-10-28 11:18:30,70.47,-68.59,10.58,83,21,4.09
350,Husavik,IS,2020-10-28 11:18:30,66.04,-17.34,38.86,85,94,21.59
351,Tautira,PF,2020-10-28 11:18:31,-17.73,-149.15,80.01,78,66,11.01
352,Bulawayo,ZW,2020-10-28 11:18:31,-20.15,28.58,89.26,13,0,9.06
353,Lavrentiya,RU,2020-10-28 11:18:31,65.58,-171.0,25.03,89,0,7.63
354,Hofn,IS,2020-10-28 11:18:31,64.25,-15.21,42.78,83,99,23.0
355,Iguape,BR,2020-10-28 11:18:31,-24.71,-47.56,75.09,71,2,5.17
356,College,US,2020-10-28 11:18:32,64.86,-147.8,26.01,88,100,1.01
357,Hobyo,SO,2020-10-28 11:18:32,5.35,48.53,82.67,67,56,8.52
358,Quelimane,MZ,2020-10-28 11:18:32,-17.88,36.89,89.69,42,0,12.01
359,Oudtshoorn,ZA,2020-10-28 11:18:32,-33.59,22.2,83.75,17,13,5.14
360,Toamasina,MG,2020-10-28 11:18:32,-18.17,49.38,80.44,63,18,9.42
361,Rabkavi,IN,2020-10-28 11:18:33,16.47,75.1,82.58,50,25,6.62
362,Piney Green,US,2020-10-28 11:18:33,34.72,-77.32,62.01,92,36,1.79
363,Mount Isa,AU,2020-10-28 11:18:33,-20.73,139.5,78.93,15,0,9.73
364,Yerbogachen,RU,2020-10-28 11:15:31,61.28,108.01,19.51,89,79,9.66
365,Nuevo Progreso,MX,2020-10-28 11:18:34,23.17,-97.95,60.01,60,85,1.99
366,Alice Springs,AU,2020-10-28 11:16:09,-23.7,133.88,78.66,16,0,12.39
367,Qasigiannguit,GL,2020-10-28 11:18:34,68.82,-51.19,4.66,87,19,3.44
368,Vaitape,PF,2020-10-28 11:18:34,-16.52,-151.75,80.28,79,67,18.95
369,Zaysan,KZ,2020-10-28 11:18:34,47.47,84.87,38.05,74,53,0.85
370,Obregon,NI,2020-10-28 11:18:35,11.96,-85.96,74.61,91,70,2.06
371,Pacific Grove,US,2020-10-28 11:17:29,36.62,-121.92,53.01,44,0,8.99
372,Oussouye,SN,2020-10-28 11:18:35,12.48,-16.55,92.93,40,9,0.36
373,Saint-Georges,GD,2020-10-28 11:18:36,12.06,-61.75,81.07,82,26,10.58
374,Rawson,AR,2020-10-28 11:18:36,-43.3,-65.1,57.97,36,42,22.7
375,Salinas,US,2020-10-28 11:15:27,36.68,-121.66,52.0,34,0,3.53
376,Henties Bay,NA,2020-10-28 11:18:37,-22.12,14.28,64.74,64,57,16.67
377,Rancho Mirage,US,2020-10-28 11:18:37,33.74,-116.41,55.99,32,0,1.34
378,Dingle,PH,2020-10-28 11:18:37,11.0,122.67,78.3,84,91,3.87
379,Ipoh,MY,2020-10-28 11:18:37,4.58,101.08,81.27,74,100,1.97
380,Muhos,FI,2020-10-28 11:18:37,64.81,25.99,46.0,96,95,1.01
381,Mattawa,US,2020-10-28 11:18:38,46.74,-119.9,46.0,86,1,0.85
382,Blessington,IE,2020-10-28 11:18:38,53.17,-6.53,50.0,77,38,18.68
383,Pryazha,RU,2020-10-28 11:18:38,61.69,33.62,48.06,79,100,14.56
384,Faya,SA,2020-10-28 11:18:38,18.39,42.45,71.62,21,0,2.71
385,Sao Joao Da Barra,BR,2020-10-28 11:18:38,-21.64,-41.05,77.34,82,10,10.0
386,San Rafael,AR,2020-10-28 11:18:39,-34.62,-68.33,52.14,44,41,9.51
387,Tiznit,MA,2020-10-28 11:18:39,29.58,-9.5,75.67,27,25,4.85
388,Singkawang,ID,2020-10-28 11:18:39,0.9,109.0,81.37,79,61,6.04
389,Hami,CN,2020-10-28 11:18:39,42.8,93.45,47.61,46,0,1.86
390,Ucluelet,CA,2020-10-28 11:14:01,48.93,-125.55,54.0,94,99,7.27
391,Ponta Do Sol,PT,2020-10-28 11:18:40,32.67,-17.1,68.0,60,81,5.01
392,Plouzane,FR,2020-10-28 11:18:40,48.38,-4.62,57.0,100,100,20.0
393,Padang,ID,2020-10-28 11:14:54,-0.95,100.35,81.18,72,95,2.06
394,Labuhan,ID,2020-10-28 11:18:40,-6.88,112.21,83.05,77,33,8.03
395,Vao,NC,2020-10-28 11:18:41,-22.67,167.48,72.81,79,95,19.93
396,Maskinonge,CA,2020-10-28 11:18:41,46.23,-73.02,32.0,80,99,2.8
397,Vanimo,PG,2020-10-28 11:18:41,-2.67,141.3,80.13,79,100,3.36
398,Paso De Carrasco,UY,2020-10-28 11:18:42,-34.86,-56.05,64.99,73,36,1.99
399,Rio Grande,BR,2020-10-28 11:17:07,-32.03,-52.1,64.0,97,77,8.01
400,Nhulunbuy,AU,2020-10-28 11:18:42,-12.23,136.77,81.66,72,0,7.85
401,Remedios,CU,2020-10-28 11:18:42,22.49,-79.55,78.19,87,88,11.59
402,Lazaro Cardenas,MX,2020-10-28 11:18:42,17.96,-102.2,76.48,89,65,3.87
403,Sokol,RU,2020-10-28 11:18:43,59.46,40.12,46.89,78,98,15.03
404,Kabugao,PH,2020-10-28 11:18:43,18.02,121.18,77.0,86,99,1.61
405,Grootfontein,NA,2020-10-28 11:18:43,-19.57,18.12,95.97,13,44,14.25
406,Palmer,US,2020-10-28 11:18:43,42.16,-72.33,45.0,94,100,3.31
407,Melenci,RS,2020-10-28 11:18:43,45.51,20.32,64.42,56,81,3.94
408,Yumen,CN,2020-10-28 11:18:44,40.28,97.2,46.09,48,0,10.78
409,Kurilsk,RU,2020-10-28 11:18:44,45.23,147.88,43.47,68,100,3.62
410,Tobermory,CA,2020-10-28 11:18:44,45.25,-81.67,39.0,80,73,5.01
411,Mayumba,GA,2020-10-28 11:18:44,-3.43,10.66,75.94,91,100,5.59
412,Ayan,RU,2020-10-28 11:18:45,56.45,138.17,35.35,97,100,11.16
413,Bereda,ES,2020-10-28 11:18:45,43.27,-7.54,57.99,84,40,13.0
414,Terney,RU,2020-10-28 11:18:45,45.05,136.61,42.22,81,99,5.41
415,Develi,TR,2020-10-28 11:18:45,38.39,35.49,70.38,26,10,16.8
416,Kichera,RU,2020-10-28 11:18:45,55.94,110.1,28.69,93,90,4.52
417,Andros Town,BS,2020-10-28 11:13:55,24.7,-77.77,80.8,80,8,16.46
418,Carlsbad,US,2020-10-28 11:18:46,33.16,-117.35,57.0,36,0,4.21
419,Partenit,UA,2020-10-28 11:18:46,44.58,34.34,69.8,55,7,9.93
420,Srednekolymsk,RU,2020-10-28 11:18:46,67.45,153.68,5.9,94,53,9.13
421,Coruripe,BR,2020-10-28 11:18:47,-10.13,-36.18,80.62,72,69,15.32
422,Okha,RU,2020-10-28 11:18:47,53.57,142.95,37.51,90,86,3.11
423,Nevele,BE,2020-10-28 11:18:47,51.06,3.56,53.01,75,94,4.0
424,Luderitz,NA,2020-10-28 11:18:47,-26.65,15.16,70.9,46,11,15.23
425,Melville,US,2020-10-28 11:18:47,40.79,-73.42,54.0,20,100,4.41
426,Catabola,AO,2020-10-28 11:18:48,-12.15,17.28,90.16,33,35,3.8
427,Sagaing,MM,2020-10-28 11:18:48,21.88,95.98,83.28,75,44,6.08
428,Goderich,CA,2020-10-28 11:18:48,43.75,-81.72,44.01,77,100,1.01
429,Kloulklubed,PW,2020-10-28 11:18:48,7.04,134.26,85.32,68,61,9.35
430,Tura,IN,2020-10-28 11:18:48,25.52,90.22,76.08,89,8,1.3
431,Athabasca,CA,2020-10-28 11:15:04,54.72,-113.29,29.25,98,65,5.17
432,Damghan,IR,2020-10-28 11:18:49,36.17,54.35,69.39,25,0,2.75
433,Dwarka,IN,2020-10-28 11:18:49,22.24,68.97,85.21,46,0,12.55
434,Mindelo,CV,2020-10-28 11:18:49,16.89,-24.98,78.85,76,37,16.93
435,Andenes,NO,2020-10-28 11:18:49,69.31,16.12,37.99,77,69,4.0
436,Shimoda,JP,2020-10-28 11:18:50,34.67,138.95,57.0,82,85,4.52
437,Hatta,IN,2020-10-28 11:18:50,24.12,79.6,86.23,34,0,4.32
438,Kitwe,ZM,2020-10-28 11:18:50,-12.8,28.25,95.5,17,1,5.55
439,Fukue,JP,2020-10-28 11:18:50,32.69,128.84,68.63,63,55,14.38
440,Santa Cruz,BO,2020-10-28 11:14:31,-17.8,-63.17,75.36,66,31,17.07
441,Xiamen,CN,2020-10-28 11:18:51,24.48,118.08,72.63,70,68,18.79
442,Khor,RU,2020-10-28 11:18:51,47.89,134.95,36.77,81,30,1.77
443,Ko Samui,TH,2020-10-28 11:15:22,9.54,99.94,83.25,76,100,13.4
444,Coshocton,US,2020-10-28 11:18:51,40.27,-81.86,48.99,94,100,4.23
445,Talaya,RU,2020-10-28 11:18:51,61.38,152.75,15.76,82,0,1.05
446,Viedma,AR,2020-10-28 11:15:00,-40.81,-63.0,54.0,45,8,8.01
447,Kenai,US,2020-10-28 11:18:52,60.55,-151.26,33.3,90,0,4.27
448,Lucea,JM,2020-10-28 11:18:52,18.45,-78.17,77.0,94,22,14.85
449,Eyl,SO,2020-10-28 11:18:52,7.98,49.82,84.58,52,0,12.84
450,Port Augusta,AU,2020-10-28 11:18:52,-32.5,137.77,59.0,80,0,6.87
451,Ola,RU,2020-10-28 11:18:53,59.58,151.28,31.86,85,0,3.13
452,Estelle,US,2020-10-28 11:18:53,29.85,-90.11,79.0,100,100,8.01
453,Kontagora,NG,2020-10-28 11:18:53,10.4,5.47,92.55,21,84,7.23
454,Knysna,ZA,2020-10-28 11:18:53,-34.04,23.05,69.89,60,34,8.32
455,Vista Hermosa,MX,2020-10-28 11:18:53,19.52,-99.22,61.41,48,72,2.01
456,Thibodaux,US,2020-10-28 11:18:54,29.8,-90.82,78.01,95,100,4.0
457,Namibe,AO,2020-10-28 11:18:54,-15.2,12.15,73.67,76,58,12.66
458,Belmonte,BR,2020-10-28 11:18:54,-15.86,-38.88,78.98,87,99,12.21
459,Kushiro,JP,2020-10-28 11:18:54,42.98,144.37,51.6,81,78,12.41
460,Mollendo,PE,2020-10-28 11:18:55,-17.02,-72.01,60.62,78,71,5.17
461,Kamenka,RU,2020-10-28 11:18:55,51.32,42.77,48.0,34,0,4.0
462,Monastyrishche,RU,2020-10-28 11:18:55,44.19,132.5,38.53,69,41,6.8
463,Teya,RU,2020-10-28 11:18:55,60.38,92.63,31.53,97,100,4.74
464,Teguldet,RU,2020-10-28 11:18:56,57.31,88.17,32.95,95,93,19.13
465,Nosy Varika,MG,2020-10-28 11:18:56,-20.58,48.53,79.92,66,27,9.93
466,Norrkoping,SE,2020-10-28 11:18:56,58.59,16.18,48.99,95,100,1.99
467,Ginda,IN,2020-10-28 11:18:56,30.69,78.49,66.27,29,0,4.81
468,Hamilton,US,2020-10-28 11:15:03,39.18,-84.53,48.99,95,81,3.62
469,Funadhoo,MV,2020-10-28 11:18:57,6.15,73.27,83.57,70,23,7.72
470,North Bend,US,2020-10-28 11:18:57,43.41,-124.22,46.0,87,0,7.0
471,Vostok,RU,2020-10-28 11:18:57,46.49,135.88,29.93,99,96,1.52
472,Outlook,CA,2020-10-28 11:18:57,51.5,-107.05,33.06,92,52,9.84
473,Sakakah,SA,2020-10-28 11:18:57,29.97,40.21,91.53,11,0,3.09
474,Portree,GB,2020-10-28 11:18:58,57.41,-6.19,51.01,87,100,15.01
475,Kirakira,SB,2020-10-28 11:18:58,-10.45,161.92,80.2,82,52,10.92
476,Tadine,NC,2020-10-28 11:18:58,-21.55,167.88,73.0,78,85,14.36
477,Mfou,CM,2020-10-28 11:18:58,3.72,11.64,81.21,68,73,3.62
478,Ellisras,ZA,2020-10-28 11:18:59,-23.66,27.74,96.84,17,0,13.29
479,Katherine,AU,2020-10-28 11:18:59,-14.47,132.27,87.89,39,61,5.93
480,Sola,VU,2020-10-28 11:18:59,-13.88,167.55,80.55,76,21,18.41
481,Komsomolskiy,UZ,2020-10-28 11:18:59,40.43,71.72,58.23,33,87,10.47
482,Strezhevoy,RU,2020-10-28 11:18:59,60.73,77.59,12.34,94,100,12.06
483,Kawalu,ID,2020-10-28 11:19:00,-7.38,108.21,74.08,92,100,2.64
484,Abu Samrah,SY,2020-10-28 11:19:00,35.3,37.18,86.07,19,76,6.71
485,Takab,IR,2020-10-28 11:19:00,36.4,47.11,66.9,23,13,8.52
486,Kibuye,RW,2020-10-28 11:19:00,-2.06,29.35,74.62,64,26,0.58
487,Rocha,UY,2020-10-28 11:17:26,-34.48,-54.33,61.3,95,100,7.85
488,Amga,RU,2020-10-28 11:19:01,60.9,131.96,9.64,94,100,2.68
489,Gurupa,BR,2020-10-28 11:19:01,-1.41,-51.64,79.74,81,100,4.34
490,Half Moon Bay,US,2020-10-28 11:19:01,37.46,-122.43,55.0,60,0,3.06
491,Langsa,ID,2020-10-28 11:19:01,4.47,97.97,80.91,81,97,2.53
492,Kosh-Agach,RU,2020-10-28 11:19:02,50.0,88.67,28.65,86,54,3.13
493,Nemuro,JP,2020-10-28 11:19:02,43.32,145.57,51.71,70,71,13.35
494,Ushtobe,KZ,2020-10-28 11:19:02,45.25,77.98,45.52,44,0,11.05
495,Gangapur,IN,2020-10-28 11:19:02,26.48,76.72,88.41,14,0,3.2
496,Butembo,CD,2020-10-28 11:19:03,0.15,29.28,71.19,82,53,2.17
497,Huarmey,PE,2020-10-28 11:19:03,-10.07,-78.15,62.69,87,100,7.23
498,Diamantino,BR,2020-10-28 11:19:03,-14.41,-56.45,75.31,86,100,5.03
499,Tazovskiy,RU,2020-10-28 11:19:03,67.47,78.7,-0.53,87,0,8.61
500,Baghdad,IQ,2020-10-28 11:17:32,33.34,44.4,92.41,10,0,10.31
501,Humaita,BR,2020-10-28 11:19:04,-7.51,-63.02,75.13,93,100,0.54
502,Whitehorse,CA,2020-10-28 11:14:56,60.72,-135.05,28.0,86,95,3.0
503,Ulaanbaatar,MN,2020-10-28 11:18:09,47.91,106.88,34.48,67,0,5.66
504,Havelock,US,2020-10-28 11:17:22,34.88,-76.9,62.6,100,90,3.36
505,Schwalmstadt,DE,2020-10-28 11:19:04,50.93,9.22,55.99,83,99,3.0
506,Tutoia,BR,2020-10-28 11:19:05,-2.76,-42.27,83.12,69,23,12.12
507,Isoka,ZM,2020-10-28 11:19:05,-10.16,32.63,88.75,24,18,8.05
508,Grand-Lahou,CI,2020-10-28 11:19:05,5.14,-5.02,80.82,80,88,6.02
509,Muroto,JP,2020-10-28 11:19:06,33.28,134.15,69.66,64,25,3.69
510,Puerto Escondido,MX,2020-10-28 11:19:06,15.85,-97.07,77.22,80,10,4.09
511,Kudahuvadhoo,MV,2020-10-28 11:19:06,2.67,72.89,83.64,73,78,14.63
512,Yambio,SS,2020-10-28 11:19:06,4.57,28.4,83.73,71,49,6.6
513,Virginia Beach,US,2020-10-28 11:17:54,36.85,-75.98,64.0,97,12,8.77
514,Sao Raimundo Nonato,BR,2020-10-28 11:19:06,-9.02,-42.7,81.25,69,88,1.43
515,Laukaa,RU,2020-10-28 11:19:07,58.74,29.85,52.11,72,65,7.72
516,Camana,PE,2020-10-28 11:19:07,-16.62,-72.71,62.47,78,54,6.04
517,Grand Gaube,MU,2020-10-28 11:18:08,-20.01,57.66,79.0,61,30,7.0
518,Calbuco,CL,2020-10-28 11:19:07,-41.77,-73.13,48.27,76,43,12.46
519,Itapicuru,BR,2020-10-28 11:19:08,-11.32,-38.23,80.64,70,65,12.15
